Gender,First Name (Devanagari),Middle Name (Devanagari),Last Name (Devanagari),First Name (Roman),Middle Name (Roman),Last Name (Roman),Alternative Roman Spellings
0,सीता,,तामाङ,Sita,,Tamang,"Sita  Tamang, Sita Taman, Sita Tamang"
1,राजन,,आचार्य,Rajan,,Acharya,"Rajan  Acharia, Rajan Acarya, Rajan . Acharya"
0,विष्णु,माया,अर्याल,Vishnu,Maya,Aryal,"Vishnu M. Aryal, Vishnu Arya, Vishnu Maya Aryaal"
1,साजन,,लिम्वु,saajan,,limvu,"saajan  limvu, saajan . limvu, s. limvu"
0,सुमित्रा,,गोले,Sumitra,,Gole,"Sumitra  Gole, Sumitra Gol, Sumitra Gole"
0,सुनिता,,बर्मा,Sunita,,Burma,"S. Burma, Sunita Burm, Sunita  Burma"
0,पूर्ण,कुमारी,पोख्रेल,Purna,Kumari,Pokhrel,"Purna Pokrel, Purna K. Pokhrel, Purna Pokhre"
1,राम्जी,,चेपाङ,Ramji,,Chepaang,"Ramji  Chepaaaang, Ramji Chepaang, R. Chepaang"
1,प्रकाश,,श्रीबास्तव,Prakash,,Shrivastava,"Prakash  Shrivaastaavaa, Prakash Shrivastava, Prakash . Shrivastava"
1,देवीलाल,,भण्डारी,Devilal,,Bhandari,"Devilal Bandari, Devilal  Bhaandaari, Devilal  Bhandari"
0,शान्‍ता,,गुरागाई,Shanta,,Guragai,"Shanta Guragai, Shanta Guraga, Shanta . Guragai"
0,दरुदा,,खातुन,Daruda,,Khatun,"Daruda  Khaatun, D. Khatun, Daruda Khatu"
1,बल,बहादुर,चौधरी,Bal,Bahadur,Chowdhury,"Bal Chowdhur, Bal Bahadur Chowdhury, B. Chowdhury"
1,दिपेश,,लामिछाने,Dipesh,,Lamichhane,"Dipesh  Lamichhane, Dipesh Lamichhan, Dipesh Lamichhane"
1,राम,प्रसाद,चौधरी,Ram,Prasad,Chowdhary,"Ram Chowdhary, Ram Prasad Chowdhaary, Ram Chowdhar"
1,धिरेन्द्र,लाल,-,Dhirendra,Lal,-,"Dhirendra Lal -, Dhirendra -, Dhirendra L. -"
1,सुरोज,,श्रेष्ठ,Suroj,,Shrestha,"Suroj  Shrestha, Suroj Sresta, S. Shrestha"
1,नारायण,,श्रेष्‍ठ,narayan,,shreshtha,"narayan shreshtha, narayan . shreshtha, narayan  shreshtha"
1,शेख,सनाउल्लाह,मुस्लिम,Sheikh,Sanaullah,Muslim,"Sheikh Musli, Sheikh Muslim, Sheikh S. Muslim"
0,शान्ती,देवी,कसौधन,Shanti,Devi,Kasodhan,"Shanti Devi Kasodhan, Shanti Kasodha, S. Kasodhan"
1,राजकुमार,,नगरकोटी,Rajkumar,,Nagarkoti,"Rajkumar . Nagarkoti, Rajkumar  Naagaarkoti, R. Nagarkoti"
1,गोपाल,,थापा,Gopal,,Thapa,"Gopal Tapa, Gopal . Thapa, Gopal  Thaapaa"
0,सितल,कुमारी,सिंह,Sital,Kumari,Singh,"Sital K. Singh, Sital Sing, Sital Singh"
0,श्रद्धा,देवी,पासमान,Shraddha,Devi,Pasman,"S. Pasman, Shraddha Devi Pasman, Shraddha Pasma"
0,सरिता,,गुरुङ,Sarita,,Gurung,"Sarita  Gurung, Sarita . Gurung, S. Gurung"
0,गिता,देवी,चौधरी,Geeta,Devi,Choudhary,"Geeta Coudary, Geeta Devi Choudhary, G. Choudhary"
1,प्रताप,,लुइटेल,Pratap,,Luitel,"Pratap Luitel, Pratap  Luitel, Pratap . Luitel"
0,सर्मिला,,घलान,Sarmila,,Ghalan,"Sarmila . Ghalan, Sarmila Galan, S. Ghalan"
0,सपना,,चुनारा,Sapna,,Chunara,"Sapna  Chunaaraa, Sapna . Chunara, S. Chunara"
0,छोटि,माया,दर्जी,little,maya,tailor,"little tailo, l. tailor, little tailor"
1,घुरन,,मुखिया,Ghuran,,Chieftain,"Ghuran Chieftai, Ghuran  Chieftaain, Ghuran Cieftain"
0,पदमा,देवी,रावत,padma,devi,rawat,"padma rawa, p. rawat, padma devi raawaat"
0,भगवती,,बचगाई,Bhagvati,,Bachgai,"Bhagvati . Bachgai, Bhagvati Bachgai, B. Bachgai"
0,तिर्सना,,दमाई/नेपाली,Tirsna,,Damai/Nepali,"Tirsna  Damai/Nepali, Tirsna . Damai/Nepali, T. Damai/Nepali"
0,मन,माई,न्यौपाने,Man,Mai,Nyupane,"Man Mai Niupane, Man Nyupan, Man Mai Nyupaane"
0,कृष्‍ण,कुमारी,श्रेष्‍ठ,krishna,kumari,best,"krishna best, k. best, krishna k. best"
0,राज,कुमारी,राजवंशी,princess,,rajvanshi,"princess rajvanshi, princess rajvansi, princess rajvansh"
0,साइली,,लामा,Silly,,Lama,"Silly . Lama, Silly Lam, S. Lama"
1,टिकाराम,,कार्की,Tikaram,,Karki,"Tikaram . Karki, Tikaram Kark, Tikaram Karki"
1,जगेसर,राउत,कुर्मी,Jageswar,Raut,Kurmi,"Jageswar R. Kurmi, Jageswar Kurmi, Jageswar Kurm"
1,संजय,,सरदार,sanjay,,sardar,"sanjay sardar, sanjay . sardar, s. sardar"
0,पुनम,कुमारी,देवी,poonam,kumari,devi,"p. devi, poonam devi, poonam k. devi"
0,फूल,माया,विश्‍वकर्मा,flower,maya,vishwakarma,"f. vishwakarma, flower vishwakarma, flower viswakarma"
1,सोनाम,,मोक्‍तान,Sonam,,Moktan,"Sonam Moktan, Sonam Mokta, Sonam . Moktan"
0,सरस्वती,,बिश्वकर्मा,Saraswati,,Bishwakarma,"Saraswati Bishwakarm, Saraswati . Bishwakarma, Saraswati Biswakarma"
0,कमला,,वयलकोटी,Kamala,,Vayalkoti,"Kamala  Vaayaalkoti, Kamala  Vayalkoti, Kamala . Vayalkoti"
0,असिया,,देवी,asiya,,devi,"asiya  devi, asiya dev, asiya devi"
0,अन्जली,,परीयार,Anjali,,Pariyar,"A. Pariyar, Anjali  Pariyar, Anjali  Pariiar"
1,फुदन,,मोची,Fudan,,Mochi,"F. Mochi, Fudan Mochi, Fudan  Mochi"
0,जानुका,थापा,मगर,Januka,Thapa,Magar,"J. Magar, Januka Thapa Maagaar, Januka Magar"
1,राजू,,चौधरी,raju,,chaudhary,"raju  chaudhari, raju  chaaudhaary, raju chaudhary"
0,शिव,,सूर्यवंशी,Shiv,,Suryavanshi,"Shiv Suryavansi, S. Suryavanshi, Shiv Suryavansh"
1,राम,बहादुर,छन्तेल,Ram,Bahadur,Chantel,"Ram Bahadur Chantel, Ram Cantel, Ram Chante"
1,पिर्थ,बहादुर,मगर,Pirth,Bahadur,Magar,"Pirth Bahadur Maagaar, Pirth B. Magar, Pirth Bahadur Magar"
1,सुनिल,कुमार,तेली,Sunil,Kumar,Teli,"S. Teli, Sunil Kumar Teli, Sunil K. Teli"
1,निरोज,,श्रेष्‍ठ,Niroj,,Shrestha,"N. Shrestha, Niroj Shrestha, Niroj . Shrestha"
0,शार्मिला,,मगर,Sharmila,,Magar,"Sharmila  Magar, Sharmila . Magar, Sharmila  Maagaar"
1,कृष्‍ण,प्रसाद,पराजुली,Krishna,Prasad,Parajuli,"Krishna Prasad Paaraajuli, K. Parajuli, Krishna P. Parajuli"
1,मानसिह,,बूढा,Mansih,old,man,"Mansih ma, Mansih o. man, Mansih old maan"
1,लाध्वोर्जे,तामाङ,लामा,Ladhvorje,Tamang,Lama,"Ladhvorje Tamang Lama, Ladhvorje T. Lama, Ladhvorje Tamang Laamaa"
0,निर्मला,,मगर,nirmala,,magar,"nirmala . magar, nirmala  magar, nirmala magar"
1,लोक,बहादुर,अर्याल,Lok,Bahadur,Aryal,"Lok Bahadur Aryal, Lok Bahadur Aryaal, Lok Arya"
0,कमला,,गिरी,kamala,,giri,"kamala giri, k. giri, kamala gir"
1,गणेश,,चलाउने,run,,ganesh,"run ganesh, r. ganesh, run ganes"
0,राजमती,,राना,Rajmati,,Rana,"Rajmati  Rana, R. Rana, Rajmati Rana"
0,सरोज,,देवी,Saroj,,Devi,"Saroj Dev, Saroj Devi, Saroj  Devi"
0,उरमिला,देवी,कथवनिया,Urmila,Devi,Kathavaniya,"Urmila Devi Kathavaniia, Urmila Devi Kathavaniya, U. Kathavaniya"
0,रिमा,रोका,मगर,Rima,stopped,but,"Rima but, R. but, Rima bu"
0,फूल,माया,पाख्रिन,flower,maya,pakhrin,"flower pakrin, flower pakhrin, flower pakhri"
0,जीर,माया,मगर,cumin,maya,alligator,"cumin maya aalligaator, cumin alligato, cumin alligator"
1,वीरेन्द्र,कुमार,पंडित,Virendra,Kumar,Pandit,"Virendra Kumar Paandit, Virendra Pandit, V. Pandit"
1,इन्द्र,बहादुर,वि.क.,Indra,Bahadur,V.K.,"Indra V.K, Indra V.K., I. V.K."
0,मुन्ना,देवी,मिश्र,Munna,Devi,Mishra,"Munna Mishra, Munna Misra, M. Mishra"
0,जुनु,माया,कसाई,junu,maya,butcher,"junu maya butcher, j. butcher, junu butcher"
0,सुन्दरी,,चौधरी,Sundari,,Chowdhary,"Sundari  Chowdhary, S. Chowdhary, Sundari Cowdary"
0,जीतनी,देवी,सरदार,Jeetani,Devi,Sardar,"Jeetani D. Sardar, Jeetani Devi Sardar, Jeetani Sardar"
1,हसमत,,मिया,Hasmat,,Mia,"H. Mia, Hasmat Mia, Hasmat  Mia"
0,विमला,देवी,वोहारा,Vimla,Devi,Vohara,"Vimla Devi Vohaaraa, V. Vohara, Vimla Vohar"
0,शुशिला,,राजवंशी,Shushila,,dynasty,"S. dynasty, Shushila  dynasty, Shushila dynast"
1,जीत,बहादुर,राना,jeet,bahadur,rana,"jeet b. rana, jeet ran, jeet bahadur raanaa"
0,शोभा,,कुमारी,Shobha,,Kumari,"Shobha  Kumari, S. Kumari, Shobha Kumar"
1,प्रमेश,,सुनार,Pramesh,,Sunar,"Pramesh . Sunar, Pramesh  Sunar, Pramesh Suna"
0,पबित्रा,,पाण्डे,Pabitra,,Pandey,"Pabitra . Pandey, Pabitra  Pandei, P. Pandey"
0,समिक्षा,कार्की,ढोली,Samiksha,Karki,Dholi,"Samiksha Dhol, S. Dholi, Samiksha Dholi"
0,सिमा,,ठाकुर,Seema,,Thakur,"Seema Thakur, Seema Takur, Seema Thaku"
0,सोना,,कलवार,Sona,,Kalwar,"Sona  Kaalwaar, Sona Kalwa, Sona Kalwar"
0,विन्दा,,खड्का,Vinda,,Khadka,"Vinda  Khadka, Vinda  Khaadkaa, V. Khadka"
1,शेलेन्द्र,कुमार,सिंह,Shelendra,Kumar,Singh,"S. Singh, Shelendra Sing, Shelendra Singh"
0,कौशिल्या,,कुर्मीन,Kaushalya,,Kurmeen,"Kaushalya Kurmeen, Kaushalya  Kurmeen, Kaushalya Kurmee"
1,मनी,दास,तत्‍मा,Mani,Das,Tatma,"M. Tatma, Mani Das Taatmaa, Mani Tatm"
0,साविता,दाहाल,कटुवाल,Savita,Dahal,Katuwal,"Savita Katuwal, Savita Katuwa, Savita Dahal Kaatuwaal"
1,शम्भु,,वड,Shambhu,,Vad,"Shambhu Vad, Shambhu . Vad, Shambhu Va"
0,सरु,देवी,महता,Saru,Devi,Mehta,"S. Mehta, Saru Meht, Saru D. Mehta"
0,हजरा,,खातुन,Hajra,,Khatun,"Hajra Khatun, Hajra Khatu, H. Khatun"
1,नारायण,,थापा,Narayan,,Thapa,"Narayan Thap, N. Thapa, Narayan  Thaapaa"
0,बाल,कुमारी,मिजार,Bal,Kumari,Mijar,"Bal Mijar, Bal Mija, Bal Kumari Mijaar"
0,फुल,कुमारी,पोख्रेल,Full,Kumari,Pokhrel,"Full K. Pokhrel, Full Pokhre, Full Pokrel"
1,हरि,बहादुर,गुरुङग,Hari,Bahadur,Gurung,"H. Gurung, Hari Bahadur Gurung, Hari B. Gurung"
1,विकाश,,बस्नेत,Vikash,,Basnet,"Vikash . Basnet, Vikash  Baasnet, Vikash Basnet"
1,नरहरि,,भट्टराई,Narahari,,Bhattarai,"Narahari  Bhattarai, Narahari . Bhattarai, N. Bhattarai"
1,डन्डी,राज,रेग्मी,dandy,raj,regmi,"dandy r. regmi, dandy regmi, dandy regm"
1,रण,बहादुर,खत्री,Ran,Bahadur,Khatri,"Ran Khatri, Ran Katri, Ran Khatr"
0,पेमु,,खत्री,Pemu,,Khatri,"Pemu . Khatri, Pemu  Khatri, Pemu Katri"
1,जोगेन्द्र,,चौधरी,jogendra,,chaudhary,"jogendra chaudhar, jogendra  chaudhary, jogendra . chaudhary"
0,चुनिया,देवी,राना,Chunia,Devi,Rana,"Chunia Ran, Chunia Devi Rana, Chunia D. Rana"
1,परशुराम,,थारु,Parshuram,,Tharu,"Parshuram . Tharu, P. Tharu, Parshuram Taru"
1,हरक,सिंह,बडाल,Harak,Singh,Badal,"Harak Badal, Harak Singh Badal, Harak S. Badal"
1,धनी,राम,चौधरी,Dhani,Ram,Chowdhary,"Dhani Ram Chowdhaary, Dhani Cowdary, Dhani Chowdhary"
0,भगवती,,खत्री,Bhagwati,,Khatri,"Bhagwati Khatri, Bhagwati Katri, Bhagwati  Khaatri"
1,सोमनाथ,,अधिकारी,Somnath,,Adhikari,"S. Adhikari, Somnath Adhikar, Somnath . Adhikari"
1,करन,सिंह,धामी,Karan,Singh,Dhami,"K. Dhami, Karan Singh Dhami, Karan S. Dhami"
0,बसन्ता,,अधिकारी,basanta,,officer,"basanta . officer, basanta officer, basanta  officer"
1,चमरलाल,,सरदार,Chamarlal,,Sardar,"Chamarlal Sardar, Chamarlal Sarda, C. Sardar"
1,सबिर,साह,फकिर,Sabir,Sah,Fakir,"Sabir S. Fakir, S. Fakir, Sabir Sah Faakir"
0,रामदेबी,तिलिजा,गौचन,Ramdebi,Tilija,Gauchan,"Ramdebi T. Gauchan, Ramdebi Gaucan, Ramdebi Gauchan"
1,खिमे,,पुन,Khime,,Pun,"Khime Pu, Khime Pun, Khime . Pun"
1,शुशिल,कुमार,राय,Shushil,Kumar,Rai,"Shushil Ra, Shushil Rai, S. Rai"
0,गुलनाज,,खातुन,Gulnaz,,Khatun,"Gulnaz  Khatun, Gulnaz  Khaatun, Gulnaz Khatun"
1,सिता,राम,महरा,Sita,Ram,Mahara,"Sita Ram Maahaaraa, Sita Mahara, Sita R. Mahara"
1,हरि,प्रसाद,चौधरी,Hari,Prasad,Chowdhary,"Hari Prasad Chowdhaary, Hari P. Chowdhary, H. Chowdhary"
0,सविता,,चौधरी,Savita,,Choudhary,"Savita . Choudhary, Savita Choudhary, Savita Choudhar"
0,बनर,देवी,डोमनी,Monkey,Goddess,Domni,"Monkey Domn, M. Domni, Monkey Goddess Domni"
0,राधिका,डाँगी,(खत्री),Radhika,Dangi,(Khatri),"Radhika (Katri), Radhika (Khatri, Radhika (Khatri)"
0,सन्जु,,तामाङ,sanju,,tamang,"sanju  tamang, s. tamang, sanju  taamaang"
0,कमला,,ओझा,kamala,,ojha,"kamala  ojha, kamala ojh, kamala oja"
1,गणेश,बहादुर,माल,Ganesh,Bahadur,Mall,"Ganesh Mal, Ganesh B. Mall, Ganesh Bahadur Mall"
0,निशा,,श्रेष्ठ,nisha,,shrestha,"n. shrestha, nisha shrestha, nisha shresth"
1,प्रेम,बहादुर,बिश्वकर्मा,Prem,Bahadur,Bishwakarma,"Prem Bishwakarm, Prem B. Bishwakarma, Prem Bahadur Bishwaakaarmaa"
1,कृष्ण,,अधिकारी,Krishna,,Adhikari,"Krishna Adhikari, Krishna  Adhikari, Krishna . Adhikari"
1,संजय,कुमार,चौरसिया,Sanjay,Kumar,Chourasiya,"Sanjay Chourasiy, Sanjay Kumar Chourasiia, S. Chourasiya"
0,कृष्ण,कुमारी,गलामी,Krishna,Kumari,Ghalami,"Krishna Ghalami, Krishna Ghalam, Krishna Galami"
0,मनधरा,भन्ने,गुरुङ्ग,Purni,Gurung,Mandhara,"Purni Mandara, Purni Mandhara, P. Mandhara"
1,महमद,रियान,मिया,Mahammad,Riyan,Mia,"Mahammad Mia, Mahammad Riyan Mia, M. Mia"
0,सहनाज,,खातुन,Şahnaz,,Khatun,"Şahnaz . Khatun, Şahnaz  Khatun, Ş. Khatun"
1,डोमा,शर्मा,बरही,Doma,Sharma,Barhi,"Doma Barh, D. Barhi, Doma Barhi"
1,रेघा,,हेमरम,Regha,,Hemram,"Regha Hemram, Regha  Hemram, Regha  Hemraam"
1,राजु,भाई,श्रेष्ठ,Raju,Bhai,Shrestha,"Raju Shresth, R. Shrestha, Raju Shrestha"
1,रामलाल,कुमार,मंडल,Ramlal,Kumar,Mandal,"Ramlal Mandal, Ramlal Manda, Ramlal K. Mandal"
1,दिपेन्‍द्र,,यादव,Dipendra,,Yadav,"Dipendra . Yadav, Dipendra Yada, Dipendra  Yadav"
1,कुल,देव,राम,Kul,Dev,Ram,"Kul Ram, Kul Ra, Kul Dev Ram"
1,लिलाधर,,दाहाल,Liladhar,,Dahal,"Liladhar Dahal, Liladhar Daal, L. Dahal"
1,डिल्लि,प्रसाद,राई,Delhi,Prasad,Rai,"Delhi Ra, Delhi Prasad Rai, Delhi Rai"
0,विना,,तामाङ,without,,tamang,"w. tamang, without taman, without . tamang"
1,अंशु,,देव,anshu,,dev,"anshu  dev, a. dev, anshu . dev"
0,मिना,,रिषिदेब,Mina,,Rishideb,"Mina  Rishideb, Mina Rishide, Mina Rishideb"
0,अमृता,,सुनार,amrita,,sunhar,"amrita sunhar, amrita  sunhaar, amrita . sunhar"
0,जुनकला,,बटाला,Junkala,,Batala,"Junkala . Batala, Junkala Batala, J. Batala"
1,देविन्द्र,,पाल,devinder,,pal,"devinder  paal, devinder pal, devinder . pal"
1,सन्तोके,,रावत,Santoke,,Rawat,"S. Rawat, Santoke  Raawaat, Santoke  Rawat"
1,ओमप्रकाश,,चौधरी,Omprakash,,Choudhary,"Omprakash . Choudhary, Omprakash Choudhary, Omprakash Coudary"
1,कोपिल,बहादुर,परियार,Kopil,Bahadur,Pariyar,"Kopil Bahadur Pariiar, Kopil B. Pariyar, Kopil Pariya"
0,कविता,,गुरुङ्ग,Kavita,,Gurung,"Kavita Gurun, Kavita  Gurung, Kavita . Gurung"
1,मनोज,,पराजुली,Manoj,,Parajuli,"Manoj  Paaraajuli, Manoj  Parajuli, Manoj Parajuli"
0,कालीका,,नेपाली,Kalika,,Nepali,"Kalika  Nepaali, K. Nepali, Kalika . Nepali"
0,लक्ष्मी,देवी,थापा,Laxmi,Devi,Thapa,"L. Thapa, Laxmi Tapa, Laxmi Thap"
1,लाले,,तामाङ,Lale,,Tamang,"Lale . Tamang, L. Tamang, Lale  Taamaang"
1,राम,मनोज,दास,Ram,Manoj,Das,"Ram Manoj Das, Ram Manoj Daas, Ram Da"
1,भविश्‍वर,,पाध्या,Bhavishwar,,Padhya,"Bhavishwar Padhya, Bhavishwar  Padhya, Bhavishwar . Padhya"
1,टेक,बहादुर,पुर्जा,Tech,Bahadur,Part,"Tech B. Part, Tech Par, T. Part"
0,सोम,मायाँ,बि.क,Mon,Mayan,B.K.,"Mon B.K, Mon Mayan B.K., Mon B.K."
1,सोभित,,सदाय,Sobhit,,Saday,"Sobhit . Saday, Sobhit  Saadaay, Sobhit  Saday"
0,कुमारी,,वि.क.,Miss,,V.K.,"Miss V.K., Miss . V.K., Miss  V.K."
1,मिठ्ठु,,राना,Mitthu,,Rana,"Mitthu  Raanaa, Mitthu Rana, Mitthu Ran"
0,गंगा,,भुजेल,Ganga,,Bhujel,"Ganga Bhuje, G. Bhujel, Ganga . Bhujel"
0,भद्रा,,बस्नेत,Bhadra,,Basnet,"B. Basnet, Bhadra . Basnet, Bhadra  Baasnet"
1,तोलाकान्त,,चापागाई,Tolakant,,Chapagai,"Tolakant . Chapagai, Tolakant Chapagai, Tolakant Chapaga"
1,मनोज,,माम्लीङ,Manoj,,Mamling,"Manoj Mamlin, Manoj  Mamling, Manoj  Maamling"
1,दिलिप,,खड्का,Dilip,,Khadka,"Dilip Kadka, Dilip  Khadka, Dilip Khadka"
1,धिरेन्द्र,कुमार,चन्द,Dhirendra,Kumar,Chand,"Dhirendra Kumar Chand, Dhirendra Kumar Chaand, Dhirendra K. Chand"
0,आशा,कुमारी,मगर,asha,kumari,magar,"asha kumari magar, asha kumari maagaar, asha k. magar"
0,जंगमती,,धामी,Jangamati,,Dhami,"Jangamati Dami, Jangamati Dhami, Jangamati  Dhaami"
0,विष्णु,,परियार,Vishnu,,Pariyar,"Vishnu Pariya, Vishnu  Paariyaar, Vishnu Pariyar"
1,टेक,बहादुर,रावल,Tek,Bahadur,Rawal,"T. Rawal, Tek B. Rawal, Tek Bahadur Raawaal"
0,गंगा,,विश्वकर्मा,Ganga,,Vishwakarma,"G. Vishwakarma, Ganga Viswakarma, Ganga Vishwakarm"
1,गोकर्ण,राज,न्यौपाने,Gokarna,Raj,Nyupane,"Gokarna Raj Niupane, Gokarna Nyupane, Gokarna R. Nyupane"
1,शेस,नाथ,सिंखडा,Shesh,Nath,Singhda,"Shesh Nath Singhda, Shesh Singhda, Shesh Singhd"
0,मिरा,कुमारी,मेहता,Mira,Kumari,Mehta,"Mira Meht, Mira Meta, M. Mehta"
1,गौतम,कुमार,दास,Gautam,Kumar,Das,"Gautam Kumar Das, Gautam Das, Gautam K. Das"
0,डोल,कुमारी,खत्री,Dol,Kumari,Khatri,"Dol Kumari Khaatri, Dol Khatri, D. Khatri"
1,फिरोज,मिया,अंसारी,Feroz,Miya,Ansari,"Feroz Miya Ansari, F. Ansari, Feroz Ansari"
1,अजय,कुमार,देव,Ajay,Kumar,Dev,"Ajay De, Ajay Dev, Ajay Kumar Dev"
0,राजेसरी,,देवी,Rajeshwari,,Devi,"Rajeshwari . Devi, Rajeshwari Devi, R. Devi"
0,बिष्णु,देवी,क्षेत्री,Bishnu,Devi,Kshetri,"Bishnu Kshetri, Bishnu Devi Kshetri, B. Kshetri"
1,शान्त,बहादुर,साउद,Shant,Bahadur,Saud,"Shant Saud, Shant Sau, S. Saud"
1,नेमुलाल,,राजवंशी,Nemulal,,Rajvanshi,"Nemulal  Rajvanshi, Nemulal Rajvansi, Nemulal  Raajvaanshi"
1,इरज,विक्रम,थापा,Iraj,Vikram,Thapa,"I. Thapa, Iraj V. Thapa, Iraj Tapa"
0,एलीजा,लक्ष्मी,सैजुं,Eliza,Lakshmi,Sajun,"Eliza Saju, Eliza Lakshmi Sajun, Eliza Lakshmi Saajun"
